captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,425,Yukiko Baba,yukiko-baba,PAL 1,1,715473,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,50,2921,https://images.tcggo.com/tcggo/storage/2937/hoppip-pal-1-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2921,https://www.tcggo.com/external/tcgplayer/2921,Hoppip,Hoppip 1,0.03,0.03,12581,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,hoppip,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/hoppip-1,sv2-1,497412,singles
2026-08-23T17:19:56+02:00,,357,Yoriyuki Ikegami,yoriyuki-ikegami,PAL 2,2,715474,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,70,2922,https://images.tcggo.com/tcggo/storage/2938/skiploom-pal-2-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2922,https://www.tcggo.com/external/tcgplayer/2922,Skiploom,Skiploom 2,0.04,0.04,7580,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.12,Uncommon,skiploom,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/skiploom-2,sv2-2,497413,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,PAL 4,4,715476,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,70,2923,https://images.tcggo.com/tcggo/storage/2939/pineco-pal-4-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2923,https://www.tcggo.com/external/tcgplayer/2923,Pineco,Pineco 4,0.03,0.04,12904,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,pineco,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/pineco-4,sv2-4,497415,singles
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,PAL 3,3,715475,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,90,2924,https://images.tcggo.com/tcggo/storage/2940/jumpluff-pal-3-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2924,https://www.tcggo.com/external/tcgplayer/2924,Jumpluff,Jumpluff 3,0.09,0.08,6496,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.17,rare,jumpluff,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/jumpluff-3,sv2-3,497414,singles
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,PAL 7,7,715479,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,110,2925,https://images.tcggo.com/tcggo/storage/2941/tropius-pal-7-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2925,https://www.tcggo.com/external/tcgplayer/2925,Tropius,Tropius 7,0.03,0.02,13139,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.11,Common,tropius,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/tropius-7,sv2-7,497418,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,PAL 5,5,715477,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,270,2926,https://images.tcggo.com/tcggo/storage/2942/forretress-ex-pal-5-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2926,https://www.tcggo.com/external/tcgplayer/2926,Forretress ex,Forretress ex 5,0.68,0.68,1693,EUR,[],,,,,,,,0.35,0.49,0.49,0.45,0.45,0.35,0.5,0.52,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.56,0.85,Double Rare,forretress-ex,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/forretress-ex-5,sv2-5,497416,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,PAL 6,6,715478,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,130,2927,https://images.tcggo.com/tcggo/storage/2943/heracross-pal-6-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2927,https://www.tcggo.com/external/tcgplayer/2927,Heracross,Heracross 6,0.04,0.03,7680,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.12,Uncommon,heracross,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/heracross-6,sv2-6,497417,singles
2026-08-23T17:19:56+02:00,,520,Megumi Mizutani,megumi-mizutani,PAL 12,12,715484,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,60,2928,https://images.tcggo.com/tcggo/storage/2944/sprigatito-pal-12-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2928,https://www.tcggo.com/external/tcgplayer/2928,Sprigatito,Sprigatito 12,0.05,0.05,6826,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,sprigatito,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/sprigatito-12,sv2-12,497423,singles
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,PAL 13,13,715485,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,70,2929,https://images.tcggo.com/tcggo/storage/2945/sprigatito-pal-13-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2929,https://www.tcggo.com/external/tcgplayer/2929,Sprigatito,Sprigatito 13,0.05,0.04,4335,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.13,Common,sprigatito,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/sprigatito-13,sv2-13,497424,singles
2026-08-23T17:19:56+02:00,,405,nagimiso,nagimiso,PAL 14,14,715487,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,90,2930,https://images.tcggo.com/tcggo/storage/2946/floragato-pal-14-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2930,https://www.tcggo.com/external/tcgplayer/2930,Floragato,Floragato 14,0.04,0.05,7163,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,floragato,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/floragato-14,sv2-14,497425,singles
