captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,381,sowsow,sowsow,CRI 1,1,886393,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35028,https://images.tcggo.com/tcggo/storage/35851/weedle.webp,https://www.tcggo.com/external/cm/35028,https://www.tcggo.com/external/tcgplayer/35028,Weedle,Weedle 1,0.04,0.03,12037,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,weedle,,https://www.tcggo.com/pokemon/chaos-rising/weedle-1-7,CRI-1,693561,singles
2026-08-23T17:06:43+02:00,,451,Mugi Hamada,mugi-hamada,CRI 2,2,886394,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35029,https://images.tcggo.com/tcggo/storage/35852/kakuna.webp,https://www.tcggo.com/external/cm/35029,https://www.tcggo.com/external/tcgplayer/35029,Kakuna,Kakuna 2,0.05,0.03,8526,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Common,kakuna,,https://www.tcggo.com/pokemon/chaos-rising/kakuna-2-5,CRI-2,693502,singles
2026-08-23T17:06:43+02:00,,369,toriyufu,toriyufu,CRI 3,3,886395,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35030,https://images.tcggo.com/tcggo/storage/35853/beedrill-ex.webp,https://www.tcggo.com/external/cm/35030,https://www.tcggo.com/external/tcgplayer/35030,Beedrill ex,Beedrill ex 3,0.71,0.77,1743,EUR,[],0.1,0.3,0.3,0.45,0.45,0.15,0.09,0.09,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,Double Rare,beedrill-ex,,https://www.tcggo.com/pokemon/chaos-rising/beedrill-ex-3,CRI-3,693453,singles
2026-08-23T17:06:43+02:00,,782,Heisuke Kitazawa,heisuke-kitazawa,CRI 4,4,886396,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35031,https://images.tcggo.com/tcggo/storage/35854/carnivine.webp,https://www.tcggo.com/external/cm/35031,https://www.tcggo.com/external/tcgplayer/35031,Carnivine,Carnivine 4,0.02,0.02,13834,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,carnivine,,https://www.tcggo.com/pokemon/chaos-rising/carnivine-4,CRI-4,693459,singles
2026-08-23T17:06:43+02:00,,1242,HACCAN,haccan,CRI 5,5,886397,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35032,https://images.tcggo.com/tcggo/storage/35855/chespin.webp,https://www.tcggo.com/external/cm/35032,https://www.tcggo.com/external/tcgplayer/35032,Chespin,Chespin 5,0.03,0.02,13101,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,chespin,,https://www.tcggo.com/pokemon/chaos-rising/chespin-5,CRI-5,693461,singles
2026-08-23T17:06:43+02:00,,456,Hideki Ishikawa,hideki-ishikawa,CRI 6,6,886398,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35033,https://images.tcggo.com/tcggo/storage/35856/quilladin.webp,https://www.tcggo.com/external/cm/35033,https://www.tcggo.com/external/tcgplayer/35033,Quilladin,Quilladin 6,0.03,0.03,9556,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,quilladin,,https://www.tcggo.com/pokemon/chaos-rising/quilladin-6,CRI-6,693537,singles
2026-08-23T17:06:43+02:00,,428,Uta,uta,CRI 7,7,886399,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35034,https://images.tcggo.com/tcggo/storage/35857/chesnaught.webp,https://www.tcggo.com/external/cm/35034,https://www.tcggo.com/external/tcgplayer/35034,Chesnaught,Chesnaught 7,0.06,0.07,8066,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,rare,chesnaught,,https://www.tcggo.com/pokemon/chaos-rising/chesnaught-7,CRI-7,693460,singles
2026-08-23T17:06:43+02:00,,1068,Yoshimoto Yoshimon,yoshimoto-yoshimon,CRI 8,8,886400,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35035,https://images.tcggo.com/tcggo/storage/35858/vulpix.webp,https://www.tcggo.com/external/cm/35035,https://www.tcggo.com/external/tcgplayer/35035,Vulpix,Vulpix 8,0.03,0.03,9557,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,vulpix,,https://www.tcggo.com/pokemon/chaos-rising/vulpix-8,CRI-8,693558,singles
2026-08-23T17:06:43+02:00,,518,Ryuta Fuse,ryuta-fuse,CRI 9,9,886401,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35036,https://images.tcggo.com/tcggo/storage/35859/ninetales.webp,https://www.tcggo.com/external/cm/35036,https://www.tcggo.com/external/tcgplayer/35036,Ninetales,Ninetales 9,0.03,0.02,11854,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,ninetales,,https://www.tcggo.com/pokemon/chaos-rising/ninetales-9,CRI-9,693526,singles
2026-08-23T17:06:43+02:00,,388,Takumi Wada,takumi-wada,CRI 10,10,886402,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35037,https://images.tcggo.com/tcggo/storage/35860/ho-oh.webp,https://www.tcggo.com/external/cm/35037,https://www.tcggo.com/external/tcgplayer/35037,Ho-Oh,Ho-Oh 10,0.06,0.05,7754,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,ho-oh,,https://www.tcggo.com/pokemon/chaos-rising/ho-oh-10-1,CRI-10,693500,singles
