captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,410,Shimaris Yukichi,shimaris-yukichi,JTG 1,1,817153,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,50,21877,https://images.tcggo.com/tcggo/storage/21903/caterpie-jtg-1-journey-together.png,https://www.tcggo.com/external/cm/21877,https://www.tcggo.com/external/tcgplayer/21877,Caterpie,Caterpie 1,0.03,0.04,12426,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,caterpie,Pokémon,https://www.tcggo.com/pokemon/journey-together/caterpie-1-7,sv9-1,623428,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,JTG 2,2,817154,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,90,21878,https://images.tcggo.com/tcggo/storage/21904/metapod-jtg-2-journey-together.png,https://www.tcggo.com/external/cm/21878,https://www.tcggo.com/external/tcgplayer/21878,Metapod,Metapod 2,0.05,0.04,6314,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,metapod,Pokémon,https://www.tcggo.com/pokemon/journey-together/metapod-2-6,sv9-2,623429,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,JTG 3,3,817155,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,120,21879,https://images.tcggo.com/tcggo/storage/21905/butterfree-jtg-3-journey-together.png,https://www.tcggo.com/external/cm/21879,https://www.tcggo.com/external/tcgplayer/21879,Butterfree,Butterfree 3,0.1,0.08,8637,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.17,rare,butterfree,Pokémon,https://www.tcggo.com/pokemon/journey-together/butterfree-3-6,sv9-3,623430,singles
2026-08-23T17:19:56+02:00,,772,Ayako Ozaki,ayako-ozaki,JTG 4,4,817156,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,70,21880,https://images.tcggo.com/tcggo/storage/21906/paras-jtg-4-journey-together.png,https://www.tcggo.com/external/cm/21880,https://www.tcggo.com/external/tcgplayer/21880,Paras,Paras 4,0.04,0.04,12374,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,paras,Pokémon,https://www.tcggo.com/pokemon/journey-together/paras-4-3,sv9-4,623431,singles
2026-08-23T17:19:56+02:00,,431,Tetsu Kayama,tetsu-kayama,JTG 5,5,817157,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,120,21881,https://images.tcggo.com/tcggo/storage/21907/parasect-jtg-5-journey-together.png,https://www.tcggo.com/external/cm/21881,https://www.tcggo.com/external/tcgplayer/21881,Parasect,Parasect 5,0.04,0.05,6903,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,parasect,Pokémon,https://www.tcggo.com/pokemon/journey-together/parasect-5-2,sv9-5,623432,singles
2026-08-23T17:19:56+02:00,,440,Shibuzoh.,shibuzoh,JTG 6,6,817158,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,50,21882,https://images.tcggo.com/tcggo/storage/21908/petilil-jtg-6-journey-together.png,https://www.tcggo.com/external/cm/21882,https://www.tcggo.com/external/tcgplayer/21882,Petilil,Petilil 6,0.02,0.03,13353,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.09,Common,petilil,Pokémon,https://www.tcggo.com/pokemon/journey-together/petilil-6,sv9-6,623433,singles
2026-08-23T17:19:56+02:00,,535,Jiro Sasumo,jiro-sasumo,JTG 7,7,817159,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,110,21883,https://images.tcggo.com/tcggo/storage/21909/lilligant-jtg-7-journey-together.png,https://www.tcggo.com/external/cm/21883,https://www.tcggo.com/external/tcgplayer/21883,Lilligant,Lilligant 7,0.06,0.06,6098,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.13,Common,lilligant,Pokémon,https://www.tcggo.com/pokemon/journey-together/lilligant-7,sv9-7,623434,singles
2026-08-23T17:19:56+02:00,,422,Dsuke,dsuke,JTG 8,8,817160,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,110,21884,https://images.tcggo.com/tcggo/storage/21910/maractus-jtg-8-journey-together.png,https://www.tcggo.com/external/cm/21884,https://www.tcggo.com/external/tcgplayer/21884,Maractus,Maractus 8,0.04,0.03,13348,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,maractus,Pokémon,https://www.tcggo.com/pokemon/journey-together/maractus-8,sv9-8,623435,singles
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,JTG 9,9,817161,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,60,21885,https://images.tcggo.com/tcggo/storage/21911/karrablast-jtg-9-journey-together.png,https://www.tcggo.com/external/cm/21885,https://www.tcggo.com/external/tcgplayer/21885,Karrablast,Karrablast 9,0.03,0.03,13012,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Common,karrablast,Pokémon,https://www.tcggo.com/pokemon/journey-together/karrablast-9-1,sv9-9,623436,singles
2026-08-23T17:19:56+02:00,,370,Saboteri,saboteri,JTG 10,10,817162,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,50,21886,https://images.tcggo.com/tcggo/storage/21912/foongus-jtg-10-journey-together.png,https://www.tcggo.com/external/cm/21886,https://www.tcggo.com/external/tcgplayer/21886,Foongus,Foongus 10,0.03,0.02,13321,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.09,Common,foongus,Pokémon,https://www.tcggo.com/pokemon/journey-together/foongus-10,sv9-10,623437,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,JTG 11,11,817163,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,260,21887,https://images.tcggo.com/tcggo/storage/21913/amoonguss-ex-jtg-11-journey-together.png,https://www.tcggo.com/external/cm/21887,https://www.tcggo.com/external/tcgplayer/21887,Amoonguss ex,Amoonguss ex 11,0.48,0.5,2657,EUR,[],,,,,,,,,0.02,0.1,0.1,0.1,0.1,0.02,0.2,0.3,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.49,0.66,Double Rare,amoonguss-ex,Pokémon,https://www.tcggo.com/pokemon/journey-together/amoonguss-ex-11,sv9-11,623438,singles
